Institución,Tipo/Código del proceso,Nombre del proceso,Resultado,Monto,Fecha Resultado
"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGIA (MINEDUCYT)",Libre gestión 20200031,CONTRATACIÓN DE SERVICIOS DE MANTENIMIENTO PREVENTIVO DE UPS CENTRAL DE LA PLANTA DE ENSAMBLAJE Y SOPORTE TÉCNICO.,Adjudicada,"$1,017.00",18/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Ministerio de Agricultura y Ganadería (MAG),Libre gestión 20200016,SERVICIO DE TRANSPORTE COLECTIVO PARA EMPLEADOS DEL MAG PARA EL MES DE MARZO DEL AÑO 2020.,Adjudicada,"$17,897.00",18/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200098,"SIRENA PARA VEHICULO; SISTEMA DE SIRENA ELECTRONICA 100W, CON SONIDOS TIPO POLICIALES, WAIL, YELP, HI-LO AIR-HORN (SONIDO DE PATO), MANUAL, PHAZER, 4 CONTROLES DE LUCES, BOCINA 100W",Adjudicada,,18/03/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200185,SUMINISTRO E INSTALACIÓN DE PANELES DE POLICARBONATO EN TRAGALUZ EDIFICIO SEDE,Adjudicada,"$9,890.00",18/03/2020
Superintendencia del Sistema Financiero,Libre gestión 20200080,CONTRATACIÓN DE SERVICIOS PROFESIONALES DE DOS DOCTORES EN MEDICINA DEBIDO A EMERGENCIA NACIONAL POR COVID-19,Adjudicada,"$1,436.00",18/03/2020
"Hospital Nacional de Ilobasco, Cabañas",Libre gestión 20200036,MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA AUTOCLAVE,Adjudicada,"$2,740.00",18/03/2020
Ministerio de Gobernación (MIGOB),Libre gestión 20200035,SUMINISTRO DE MATERIALES DE CONSTRUCCIÓN (INODOROS) PARA EL MANTENIMIENTO DE LOS SERVICIOS SANITARIOS DE LOS MEGA ALBERGUES DEL MINISTERIO DE GOBERNACIÓN Y DESARROLLO TERRITORIAL,Adjudicada,"$3,398.74",18/03/2020
"Hospital Nacional de Ilobasco, Cabañas",Libre gestión 20200034,MANTENIMIENTO PREVENTIVO PARA EQUIPO DE ULTRASONOGRAFIA,Adjudicada,"$2,752.68",18/03/2020
Municipalidad de San Salvador,Libre gestión 20200361,"DADOS TERMICOS 50 AMP 2 POLOS, favor enviar ofertas al correo: asromero@sanslavador.gob.sv, cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",Adjudicada,"$5,263.64",18/03/2020
Municipalidad de San Salvador,Libre gestión 20200091,11 BOTIQUINES DE PRIMEROS AUXILIOS Favr enviar oferta al correo:mevasquez@sansalvador.gob.sv. con atención a Lic.José Armando Bruni Gerente UACI.,Adjudicada,$253.00,18/03/2020
Municipalidad de San Salvador,Libre gestión 20200362,"CAJA PARA PLACA AMERICANA UNIVERSAL, favor enviar ofertas al correo: asromero@sansalvador.gob.sv, cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",Adjudicada,"$1,996.50",18/03/2020
Corte de Cuentas de la República (CCR),Libre gestión 20200003,"Suministro de Fotocopiadora Multifuncional, para la Corte de Cuentas de la República.",Adjudicada,"$6,350.00",18/03/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200186,ADQUISICIÓN DE COMPUTADORAS DE ESCRITORIO Y PORTÁTIL,Adjudicada,"$4,988.08",18/03/2020
"Hospital Nacional de Ilobasco, Cabañas",Libre gestión 20200044,MANTENIMIENTO PARA EQUIPO MEDICO (BOMBAS PERFUSORAS),Adjudicada,"$1,200.00",18/03/2020
"Hospital Nacional ""Santa Gertrudis"", San Vicente",Libre gestión 20200040,COMPRA DE CANOPY DE LONA VILINICA,Adjudicada,"$3,889.05",18/03/2020
"Hospital Nacional ""San Juan de Dios"", San Miguel",Libre gestión 20200074,"GRABADOR ELÉCTRICO PARA DIFERENTES MATERIALES 35 WATTS, 110 VOLTIOS",Adjudicada,$51.90,18/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200180,COMPRA DE CARÁCTER URGENTE DE MATERIALES DE FERRETERÍA PARA ÁREAS DE CLÍNICA EMPRESARIAL.,Adjudicada,$112.84,18/03/2020
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",Libre gestión 20200052,REACTIVOS Y MATERIAL DE LABORATORIO CLINICO.,Adjudicada,"$20,312.00",18/03/2020
Ministerio de Agricultura y Ganadería (MAG),Libre gestión 20200020,LIBRE GESTIÓN No. LG-018/2020-MAG denominado ¿SERVICIO DE ABASTECIMIENTO DE AGUA ENVASADA PARA LAS OFICINAS DEL MAG: Y SUS DEPENDENCIAS¿,Adjudicada,"$31,201.30",18/03/2020
Municipalidad de Izalco,Libre gestión 20200234,COMPRA DE 4 VINILES QUE SERAN UTILIZADOS EN PARQUE ZALDAÑA CIUDAD DE IZALCO,Adjudicada,$226.00,18/03/2020
Ministerio de la Defensa Nacional (MDN),Libre gestión 20180190,"COMPRA DE SISTEMA DE CRICOS PARA VEHICULO CHEVROLET TAHOE, PLACA P-747949, AÑO 2013; COTIZACIONES EL DIA 03/07/2018 A PARTIR DE LAS 08:00 A LAS 15:30 HORAS HORARIO UNICO AL CORREO libregestion.daci@mdn.mil.sv",Adjudicada,$745.80,18/03/2020
Municipalidad de Izalco,Libre gestión 20200131,COMPRA DE 1000 BROSHURES QUE SERAN UTILIZADOS EN PROMOCIÓN A LAS ACTIVIDADES DE SEMANA SANTA,Adjudicada,$500.00,18/03/2020
Ministerio de Agricultura y Ganadería (MAG),Libre gestión 20200001,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE DOS ELEVADORES,Adjudicada,"$1,017.00",18/03/2020
"Ministerio de Obras Públicas, Transporte y de Vivienda y Desarrollo Urbano (MOP)",Libre gestión 20200046,SUMINISTRO DE CAFE PARA EL PERSONAL DEL MOPT 2020,Adjudicada,"$11,595.43",18/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200117,¿ADQUISICION DE POLIZA DE SEGURO TODO RIESGO PARA INMUEBLES OTORGADOS POR EL CONSEJO NACIONAL DE ADMINISTRACION DE BIENES (CONAB) AL MINISTERIO DE JUSTICIA Y SEGURIDAD PUBLICA¿.,Adjudicada,"$3,565.89",18/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200156,"MANTENIMIENTO CORRECTIVO DE AIRE ACONDICIONADO TIPO MINISPLIT DE 5 TONELADAS, UBICADO EN ÁREA DE CAJAS DE AGENCIA AGUILARES",Adjudicada,$279.22,18/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200155,"MANTENIMIENTO CORRECTIVO DE AIRE ACONDICIONADO TIPO MINISPLIT D E5 TONELADAS, UBICADO EN ÁREA DE ATENCION AL CLIENTE DE AGENCIA CIUDAD BARRIOS",Adjudicada,$990.29,18/03/2020
Ministerio de la Defensa Nacional (MDN),Libre gestión 20180201,COMPRA DE REPUESTOS PARA VEHÍCULO TOYOTA PLACA P53-508 COTIZACIONES EL DIA 19/07/2018 A PARTIR DE LAS 08:00 A LAS 15:30 HORAS HORARIO UNICO AL CORREO libregestion.daci@mdn.mil.sv,Adjudicada,$508.00,18/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200154,"MANTENIMIENTO CORRECTIVO PARA EQUIPOS DE AIRE ACONDICIONADOS, UBICADOS EN DIFERENTES AREAS DE AGENCIA SAN MIGUEL",Adjudicada,$154.92,18/03/2020
Procuraduría General de la República (PGR),Libre gestión 20200038,OC #28 CJ COMPRA DE MATERIALES VARIOS DE FONTANERIA,Adjudicada,$710.35,18/03/2020
Fondo de Protecciónde Lisiados y Discapacitados a Consecuencia del Conflicto Armado (FOPROLYD),Libre gestión 20200025,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS SISTEMAS DE BOMBEO Y RED CONTRA INCENDIO DE FOPROLYD,Adjudicada,"$3,600.00",18/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Banco de Fomento Agropecuario (BFA),Libre gestión 20200153,ELABORACIÓN DE 25 CUADERNILLOS DE 52 PAGINAS Y PORTADA Y CONTRA PORTAD EN FOLDCOTE C12 FULL COLOR AL TIRO Y RETIRO.,Adjudicada,$220.25,18/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200083,Materiales diversos para oficina de Extranjería,Adjudicada,"$5,744.55",18/03/2020
Ministerio de la Defensa Nacional (MDN),Libre gestión 20180252,"ADQUISICIÓN DE MATERIA PRIMA PARA LA CONFECCIÓN DE (67) UNIFORMES DE DIARIO No. 4 CON SU RESPECTIVA GORRA, VER ARCHIVO ADJUNTO (ESPECIFICACIONES TÉCNICAS) CORREO ELECTRÓNICO libregestion.daci@mdn.mil.sv",Adjudicada,"$5,076.26",18/03/2020
"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGIA (MINEDUCYT)",Libre gestión 20200036,"SERVICIO DE FUMIGACIÓN Y CONTROL DE PLAGAS PARA LAS DIFERENTES INSTALACIONES DE LA GERENCIA DE PARQUES TECNOLÓGICOS, PARA EL AÑO 2020",Adjudicada,"$4,290.00",18/03/2020
Corte de Cuentas de la República (CCR),Libre gestión 20200034,"""Suministro de azúcar morena para uso de la Corte de Cuentas de la República.",Adjudicada,"$1,778.00",18/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200174,4 Llantas 185/75R 14 Anexo archivo.,Adjudicada,$230.97,18/03/2020
"Hospital Nacional de Ilobasco, Cabañas",Libre gestión 20200033,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPO DE RAYOS X DENTAL Y EQUIPO ODONTOLÓGICO,Adjudicada,$958.50,18/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200152,"ADQUISICIÓN DE 100 FOCOS LED, PARA UTILIZAR EN OFICINA CENTRAL Y MANTENER EXISTENCIA",Adjudicada,$218.75,18/03/2020
"Hospital Nacional de Ilobasco, Cabañas",Libre gestión 20200030,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAVADORA Y SECADORA,Adjudicada,"$1,536.80",18/03/2020
Asociacion para el Desarrollo CLUSA de El Salvador,Libre gestión 20200006,Materiales y mano de obra para estructuras de agricultura protegida.,Adjudicada,"$1,561.60",18/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200151,"MANTENIMIENTO PREVENTIVO PARA VEHICULOS PROPIEDAD DEL BFA, SUZUKI JIMNY PLACA N-8164 EQ. 934, ASIGNADO A LA UNIDAD DE RECUPERACIÓN.",Adjudicada,$30.52,18/03/2020
"Hospital Nacional de Ilobasco, Cabañas",Libre gestión 20200032,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE AIRES ACONDICIONADOS CENTRALES,Adjudicada,"$7,096.88",18/03/2020
Ministerio de la Defensa Nacional (MDN),Libre gestión 20180268,"SUMINISTRO DE PRODUCTOS ALIMENTICIOS ENVASADOS (RACIÓN C) PARA OFICIALES, SUBOFICIALES Y TROPA EMPEÑADOS EN TAREAS DE SEGURIDAD PUBLICA",Adjudicada,"$21,999.88",18/03/2020
Ministerio de Salud (MINSAL),Libre gestión 20200048,SCLG 050/2020 ADQUISICION DE PHANTOM/FANTOMA PARA ACREDITACION DE EQUIPOS DE MAMOGRAFIAS. FODNO RECURSOS PROPIOS (FAE),Adjudicada,"$1,461.00",18/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200150,"SERVICIO DE LIMPIEZA PARA 5 CORTINAS VERTICALES, UBICADAS EN OFICINA UACI",Adjudicada,$200.00,18/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200162,2 Lámparas para proyector Epson 450Wi/455wi+/450w 1 Mouse alambrico de USB. Archivo adjunto.,Adjudicada,$405.49,18/03/2020
Universidad Católica de El Salvador,Libre gestión 20190229,"OBRA CIVIL PARA ADECUACIONES EN EL CENTRO DE FORMACION DOCENTE DE SANTA TECLA, EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$69,994.75",18/03/2020
"Hospital Nacional de Ilobasco, Cabañas",Libre gestión 20200041,MANTENIMIENTO DE DUPLICADOR CR1610,Adjudicada,$394.00,18/03/2020
Municipalidad de Santa Rosa Guachipilín,Libre gestión 20190021,Presentar oferta para la oferta ténica y econommica para la ejecución del proyecto: Cintiado en calle de acceso a Caserío las Valentinas.,Adjudicada,"$5,720.81",18/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200076,"ADQUISICIÓN DE ASTA PARA BANDERA, ACCESORIO DE ASTA Y 1-BANDERA DE USO EXTERIOR, SEGÚN ESPECIFICACIONES EN ADJUNTO.",Adjudicada,$234.00,18/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200093,"ADQUISICIÓN DE 3 COMPUTADORAS DE ESCRITORIO, SEGÚN ESPECIFICACIONES EN ADJUNTO.",Adjudicada,"$3,084.90",18/03/2020
Ministerio de la Defensa Nacional (MDN),Libre gestión 20180352,ADQUISICIÓN DE UNA MOTOCICLETA PARA SER UTILIZADA POR EL CARTERO DEL EMGFA,Adjudicada,"$2,025.26",18/03/2020
Ministerio de Desarrollo Local,Libre gestión 20200007,Proceso de Libre Gestión No. LG-12/2020 ¿ MINDEL Correspondiente a: ¿SERVICIO DE MANTENIMIENTO CORRECTIVO A EQUIPO DE AIRE ACONDICIONADO CENTRO CIUDAD MUJER SAN MIGUEL¿,Adjudicada,"$1,949.30",18/03/2020
"Hospital Nacional de Ilobasco, Cabañas",Libre gestión 20200035,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPO INFORMÁTICO,Adjudicada,"$1,710.00",18/03/2020
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),Libre gestión 20200069,SERVICIO DE PUBLICACIÓN DE SUBASTA PUBLICA NO JUDICIAL DE INMUEBLES DEL INPEP.,Adjudicada,$632.80,18/03/2020
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",Libre gestión 20200056,"ARTICULOS DE OFICINA (CARTAPACIOS GUSANO, FOLDERS, SOBRES MANILA, GRAPAS, PLUMONES, PEGAMENTO BLANCO) VER DETALLE EN ARCHIVO ANEXO.",Adjudicada,$928.20,18/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200125,"SERVICIO DE ALIMENTACIÓN, SEGÚN DETALLE EN ADJUNTO.",Adjudicada,$562.90,18/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200126,"SERVICIO DE ALIMENTACIÓN, SEGÚN DETALLE EN ADJUNTO.",Adjudicada,$900.00,18/03/2020
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",Libre gestión 20200023,"IMPRESOR MATRICIAL, SEGUN ESPECIFICACIONES ANEXAS. (VER DETALLE EN ARCHIVO ANEXO)",Adjudicada,$685.00,18/03/2020
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",Libre gestión 20200022,"SISTEMA OPERATIVO WINDOWS, PROGRAMAS MICROSOFT OFFICE Y ANTIVIRUS (VER DETALLE EN ARCHIVO ANEXO)",Adjudicada,$479.00,18/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Municipalidad de Atiquizaya,Libre gestión 20200075,contratación de transporte para realizar misión oficial hacia Guatemala chiquimula,Adjudicada,$222.22,18/03/2020
"Hospital Nacional de Ilobasco, Cabañas",Libre gestión 20200043,MANTENIMIENTO DE EQUIPOS DE ANESTESIA,Adjudicada,"$2,800.02",18/03/2020
Superintendencia General de Electricidad y Telecomunicaciones (SIGET),Libre gestión 20200056,ADQUISICIÓN DE MATERIALES DE CONSUMO DIVERSO,Adjudicada,"$1,869.22",18/03/2020
Superintendencia General de Electricidad y Telecomunicaciones (SIGET),Libre gestión 20200029,"Libre Gestión N° LG-11/2020 ¿ADQUISICIÓN DE 1800 LIBRAS DE CAFÉ TOSTADO Y MOLIDO¿, para esta Superintendencia según Términos de Referencia que se adjunta:",Adjudicada,"$4,770.00",18/03/2020
Municipalidad de San Antonio Del Monte,Libre gestión 20200194,SERVICIOS DE SUPERVISIÓN DEL PROYECTO: RECARPETEO DE CALLE PRINCIPAL COLONIA ESPAÑA,Adjudicada,"$1,500.00",18/03/2020
Superintendencia General de Electricidad y Telecomunicaciones (SIGET),Libre gestión 20200062,ADQUISICIÓN DE HERRAMIENTAS Y ACCESORIOS PARA EL MANTTO. DE AIRES ACONDICIONADOS,Adjudicada,"$1,047.55",18/03/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200179,COMPRA DE 4 GALONES LEJÍA PARA USO DEL PERSONAL DE LIMPIEZA DE FONAVIPO,Adjudicada,$10.00,18/03/2020
"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGIA (MINEDUCYT)",Libre gestión 20200013,"SERVICIOS PROFESIONALES ESPECIALIDAD EN CIENCIAS: QUIMICA (1), BIOLOGIA (1), FISICA (1) Y CIENCIAS DE LA TIERRA Y PLANETARIA (1), PARA EL CIAC DE MORAZAN.",Adjudicada,"$19,500.00",18/03/2020
Fiscalía General de la República (FGR),Libre gestión 20200052,COMPRA DE EQUIPO MEDICO.,Adjudicada,"$1,331.00",18/03/2020
Universidad de El Salvador (UES),Libre gestión 20200010,SUMINISTRO DE TONER PARA LA UNIVERSIDAD DE EL SALVADOR,Adjudicada,$492.68,18/03/2020
Universidad de El Salvador (UES),Libre gestión 20200003,SERVICIO DE PUBLICACIONES Y SUSCRIPCIONES DE PERIODICOS PARA LA UNIVERSIDAD DE EL SALVADOR,Adjudicada,"$35,000.00",18/03/2020
Fondo Social para la Vivienda (FSV),Libre gestión 20200111,"SUMINISTRO DE CAMISETAS DE DIFERENTES TALLA EN COLOR AZUL NEGRO, ESTAMPADAS CON EL LOGO DEL FSV VER REQUERIMIENTO ANEXO",Adjudicada,$318.00,18/03/2020
Ministerio de Desarrollo Local,Libre gestión 20200006,SUMINISTRO DE ALCOHOL GEL Y DISPENSADORES PARA EL MINDEL,Adjudicada,"$5,890.00",18/03/2020
Fondo de Protecciónde Lisiados y Discapacitados a Consecuencia del Conflicto Armado (FOPROLYD),Libre gestión 20200023,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE PLANTA DE EMERGENCIA ELÉCTRICA DE FOPROLYD,Adjudicada,"$3,000.00",18/03/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200151,"COMPRA DE MATERIALES PARA REPARACIONES Y MANTENIMIENTO DE APARTAMENTOS EN EL CONDOMINIO SANTA LUCIA, SANTA ANA",Adjudicada,"$1,725.66",18/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200127,COMPRA DE MEDICAMENTOS PARA USO DE CLÍNICA EMPRESARIAL DE FONAVIPO,Adjudicada,$534.10,18/03/2020
Fondo de Protecciónde Lisiados y Discapacitados a Consecuencia del Conflicto Armado (FOPROLYD),Libre gestión 20200022,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION (CAMARAS DE SEGURIDAD) DE FOPROLYD,Adjudicada,"$1,400.00",18/03/2020
Instituto Salvadoreño del Seguro Social (ISSS),Libre gestión 20200015,"""SERVICIOS DE AUDIOMETRÍA Y TIMPANOMETRÍA PARA EL HOSPITAL REGIONAL DE SONSONATE Y UNIDAD MÉDICA DE SANTA ANA""",Adjudicada,"$13,035.00",18/03/0015
Superintendencia de Competencia (SC),Libre gestión 20200055,"Suministro de Combustible( gasolina Super y Diesel) para uso de los vehículos institucionales, el servicio se proveerá a través de pagares con la autorización de la Jefa de Administración y Recursos Humanos. El suministro se tendrá de febrero a diciembre o hasta que el monto ha adjudicar se agote, de ambos lo que ocurra primero.",Adjudicada,"$3,000.00",18/03/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200182,ADQUISICIÓN DE INSUMOS DE LIMPIEZA PARA LA SECRETARÍA DE ESTADO.,Adjudicada,"$1,397.50",18/03/2020
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),Libre gestión 20200060,"SUMINISTRO DE CAMISAS DE VESTIR PARA EL PERSONAL MASCULINO DE OFICINA DEL INPEP, PARA EL AÑO 2020",Adjudicada,"$8,055.00",18/03/2020
Municipalidad de Santa Ana,Libre gestión 20200044,COMPRA DE INSUMOS PARA EL FUNCIONAMIENTO DE LA UNIDAD MUNICIPAL DE LA JUVENTUD,Adjudicada,$284.95,18/03/2020
"Ministerio de Obras Públicas, Transporte y de Vivienda y Desarrollo Urbano (MOP)",Libre gestión 20200061,ESPECIALISTA EN HIDROLÓGICA E HIDRÁULICA,Adjudicada,"$24,600.00",18/03/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200178,COMPRA DE CARÁCTER URGENTE DE BATERÍA DE 12 VOLTIOS -90 AMP PARA INSTALAR EN EL VEHÍCULO INSTITUCIONAL,Adjudicada,$94.00,18/03/2020
Ministerio de Salud (MINSAL),Licitación/Concurso CDEEN No 08/2020,SUMINISTRO DE ALCOHOL GEL PARA HOSPITALES NACIONALES Y UNIDADES DE SALUD,Adjudicada,"$110,000.00",18/03/2020
Municipalidad de San Gerardo,Licitación/Concurso LPN 1/2020-AMSG,"¿REMODELACIÓN, CONSTRUCCIÓN DE SALA DE USOS MÚLTIPLES Y CONSTRUCCIÓN DE OFICINA EN ALCALDÍA MUNICIPAL DE SAN GERARDO, DEPARTAMENTO DE SAN MIGUEL.¿",Adjudicada,"$158,083.55",18/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200101,ADQUISICION DE PRODUCTOS QUIMICOS Y MATERIALES ELECTRICOS PARA EL MJSP,Adjudicada,"$26,984.57",17/03/2020
Lotería Nacional de Beneficencia (LNB),Libre gestión 20200045,LG-73/2020 COMPRA DE MEDICAMENTOS PARA BOTIQUIN DE LOS EQUIPOS DEPORTIVOS AÑO 2020 DE LA LNB,Adjudicada,$134.55,17/03/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200091,COMPRA DE TOALLAS HUMEDAS,Adjudicada,$662.40,17/03/2020
Municipalidad de Potonico,Libre gestión 20200009,ADQUISICION DE MEDICAMENTOS,Adjudicada,"$9,000.00",17/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Consejo Nacional de la Judicatura,Libre gestión 20200065,SERVICIO DE EMPASTADOS DE ACTAS,Adjudicada,$72.00,17/03/2020
Consejo Nacional de la Judicatura,Libre gestión 20200064,REFRIGERIOS PARA EVENTO DE CAPACITACION EN SANTA ANA,Adjudicada,"$2,079.00",17/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200078,Mantenimiento preventivo y correctivo de fotocopiadoras de Migración y Extranjería,Adjudicada,"$50,463.54",17/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200108,RECIBOS DE INGRESO EN BLOCKS DE 50 CADA UNO,Adjudicada,"$15,755.00",17/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200171,"Elaboracion de 15 medallas fundidas, acabado plata 925, medidas 7.7 cms de diametro x 6 mm. de espesor a dos caras. En anverso busto y texto con leyenda Medalla al mérito Diplomático Dr. José Gustavo Guerrero. Reverso Escudo de El Salvador, incluir funda de pana azul. Archivo adjunto.",Adjudicada,"$1,402.50",17/03/2020
Consejo Nacional de la Judicatura,Libre gestión 20200063,PAGO POR SERVICIO DE USO DE DOMINIO CNJ,Adjudicada,$25.00,17/03/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200153,"CONTRATACIÓN DE SERVICIOS PROFESIONALES PARA EL AVALÚO DE 7 INMUEBLES PROPIEDAD DE FONAVIPO, UBICADOS EN LOS DEPARTAMENTOS DE SAN SALVADOR (5) Y SONSONATE (2)",Adjudicada,$791.00,17/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200117,ADQUISICIÓN DE EQUIPO INFORMÁTICO PARA PROYECTO CAJAS RURALES.,Adjudicada,"$5,405.54",17/03/2020
