Institución,Código del proceso/Tipo,Nombre del proceso,Inscripción,Fecha de Convocatoria,Tipo Cotización
Municipalidad de Jocoaitique,20200006  Libre gestión,EJECUCION PARA LA REMODELACION Y MEJORAMIENTO DE AREA DE ESPARCIMIENTO EN CENTRO DEPORTIVO PISCINAS DE JOCOAITIQUE,No Vigente,24/02/2020,Presencial
"Hospital Nacional "" Francisco Menéndez"", Ahuachapán",20200010  Libre gestión,SEGUNDA PUBLICACIÓN DE ADQUISICIÓN DE CUPONES DE ACEITE DIESEL,No Vigente,24/02/2020,Presencial
"Hospital Nacional "" Francisco Menéndez"", Ahuachapán",20200009  Libre gestión,BIOPSIA Y CITOLOGÍAS,No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Santa Teresa"", Zacatecoluca, La Paz",20200018  Libre gestión,REPUESTOS PARA REFRIGERACIÓN,No Vigente,24/02/2020,Presencial
Municipalidad de San Vicente,20200056  Libre gestión,COMPRA DE MEDICAMENTOS PARA LA CLINICA MUNICIPAL,No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200179  Libre gestión,"Lanza de aluminio, crucero para cielo falso, angulos para cielo falso, entre otros materiales, para colocación de perfilería y sujetación de cielo falso.",No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Portuaria Autónoma (CEPA),20200075  Libre gestión,SERVICIO DE MANEJO DE PAUTA DE REDES SOCIALES DE CEPA,No Vigente,24/02/2020,Presencial
Dirección Nacional de Medicamentos (DNM),20200010  Libre gestión,CONTRATACION DE SERVICIO DE CALIFICACION DE AREAS Y CABINAS DE FLUJO LAMINAR DEL LABORATORIO DE MICROBIOLOGIA,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200258  Libre gestión,"CONTRATACIÓN PARA EL EVENTO ABIERTO ""SUPERVISIÓN DE OBRAS CIVILES""",No Vigente,24/02/2020,Presencial
Fiscalía General de la República (FGR),20200049  Libre gestión,MATERIALES DE VOZ Y DATOS,No Vigente,24/02/2020,Presencial
Ministerio de Justicia y Seguridad Pública,20200082  Libre gestión,SERVICIO DE ADECUACIÒN Y FUNCIONAMIENTO DEL SISTEMA ELECTRICO DEL INMUEBLE LAS ROSAS,No Vigente,24/02/2020,Presencial
"Hospital Nacional Rosales, San Salvador",20200030  Libre gestión,"R1.GUANTE DE CUERO MANGA LARGA,.PAR. R2. SILICON COLOR NEGRO, TUBO R3.TUBO SILICON DE ALTA TEMPERATURA COLOR ROJO. ( VER ANEXO CONSTA DE 39 RENGLONES)",No Vigente,24/02/2020,Presencial
Municipalidad de Ilopango,20200121  Libre gestión,1-JUEGO DE ZAPATAS DE FRENO 1-JUEGO PASTILLAS DE FRENO 1-KIT DE JUEGO DE EMPAQUE DE CALIPER 1-PINTA SOLUCIÓN DE FRENO 2-GALONES ACEITE 15W40 1-FILTRO DE ACEITE 2-DISCO DE FRENO PARA EQ 20,No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Dr. Jorge Arturo Mena"", Santiago de María, Usulután",20200016  Libre gestión,SERVICIO DE ARRENDAMIENTO DE 7 FOTOCOPIADORAS. MULTIFUNCIONALES NUEVAS.,No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200036  Libre gestión,MATERIAL PARA SUSTITUCION DE LUMINARIA,No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200033  Libre gestión,EQUIPO PARA AIRE ACONDICIONADO MINISPLIT,No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200180  Libre gestión,"""SUMINISTRO DE 75 LLANTAS PARA 15 VEHÍCULOS LIVIANOS DEL PROYECTO EL CHAPARRAL""",No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",20200011  Libre gestión,ADQUISICIÓN DE SERVICIO DE DOSIMETRÍA PERSONAL Y LEVANTAMIENTO RADIOMÉTRICO,No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200175  Libre gestión,Aceite 3 en 1; sellador para techo; silicona selladora,No Vigente,24/02/2020,Presencial
Academia Nacional de Seguridad Pública,LG-0179-2020  Libre gestión,ADQUISICIÓN DE SOLVENTES (Sección de Recursos Académicos y Biblioteca),No Vigente,24/02/2020,Electrónica
Centro Nacional de Registros (CNR),20200044  Libre gestión,RENOVACION DE MATRICULA DE EMPRESA; ASIENTOS DE MATRICULA; PAPEL SEGUIRDAD; BOLETAS DE PRESENTACION EN FORMA CONTINUA.,No Vigente,24/02/2020,Presencial
Instituto de Garantía de Depósitos (IGD),20200019  Libre gestión,PAPEL TOALLA DE BAÑO Y COCINA,No Vigente,24/02/2020,Presencial
Ministerio de Salud (MINSAL),20200050  Libre gestión,"ADQUISICIÓN DE INSUMOS MÉDICOS Y DE LABORATORIO CON FUENTE DE FINANCIAMIENTO: DONACIONES: SUBVENCIÓN 2018, REF. EXPEDIENTE 2018/SPE/0000400244;FONDO DE FORTALECIMIENTO INSTITUCIONAL PARA EL DESARROLLO (FFID), 2018, PROYECTO 2745. APOYO A LA CONSOLIDACIÓN Y SOSTENIBILIDAD DEL INSTITUTO NACIONAL DE SALUD (INS)-FASE DE CIERRE DE PROGRAMA",No Vigente,24/02/2020,Presencial
Municipalidad de San Fernando(Morazan),20200008  Libre gestión,"LG 08/2020 DE TÉCNICO DE PEQUEÑA INDUSTRIA PARA COMPRA DE SERVICIOS DE CAPACITACIÓN, PARA EL PROYECTO DE INCLUSION PRODUCTIVA.",No Vigente,24/02/2020,Presencial
Lotería Nacional de Beneficencia (LNB),20200031  Libre gestión,LG-56/2020 SUMINISTRO DE CAFÉ Y AZÚCAR PARA LA LNB,No Vigente,24/02/2020,Presencial
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),20200092  Libre gestión,4 Audífonos 1 caja de plástico tamaño grande (Se anexan especificaciones técnicas),No Vigente,24/02/2020,Presencial
Municipalidad de Santa Ana,20200043  Libre gestión,COMPRA DE CAMARA DIGITAL PARA LA GERENCIA LEGAL,No Vigente,24/02/2020,Presencial
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200053  Libre gestión,"SUMINISTRO DE LIBRAS DE CAFÉ Y AZÚCAR PARA EL CONSUMO INSTITUCIONAL, AÑO 2020. SE ADJUNTAN ESPECIFICACIONES TÉCNICAS E INVITACIÓN.",No Vigente,24/02/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200218  Libre gestión,"Nifurtimox 120 mg Tableta Oral Frasco por 100, protegido de la luz Amoxicilina + Ácido Clavulánico (como Clavulanato de Potasio) (250 + 62.5) mg/5 mL Polvo para suspensión oral Frasco 60 mL, con dosificador graduado Ganciclovir (Sódico) 500mg Polvo para Solución o Solución inyectable I.V. Frasco vial Oseltamivir (Fosfato) 75mg Cápsula Oral Empaque primario individual por 10 Amiodarona Clorhidrato 200 mg Tableta Oral Empaque primario individual, protegido de la luz Hidroxicloroquina Sulfato 400 mg Tableta Recubierta Oral Empaque primario individual, protegido de la luz Oxcarbazepina 60mg/mL Suspensión Oral Frasco (100-250)mL, con dosificador tipo jeringa 10mL, con escala fraccionada de 0.5mL Fludrocortisona Acetato 0.1 mg Tableta Oral Empaque primario individual o frasco Suero Antiofídico Polivalente (globulinas equinas) (botrópico, crotálico con laquexico) Polvo liofilizado para solución inyectable, o solución inyectable I.V. Frasco vial 10 ml Cloranfenicol 1% Ungüento Oftálmico Tubo (3 - 5)g Tetracaína Clorhidrato 0.5% Solución Oftálmica Frasco gotero (10 - 15)mL protegido de la luz Tropicamida + Fenilefrina Clorhidrato (0.8 + 5)% Solución Oftálmica Frasco gotero 15 mL Basiliximab 10 mg Polvo para solución inyectable I.V. Frasco vial con diluyente de 5mL",No Vigente,24/02/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),20200054  Libre gestión,"ADQUISICIÓN DEL MEDICAMENTO TALIDOMIDA; 100 MG; TABLETA O CÁPSULA; EMPAQUE PRIMARIO INDIVIDUAL, PROTEGIDO DE LA LUZ",No Vigente,24/02/2020,Presencial
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),20200093  Libre gestión,2 Millar Bolsa de gabacha #2 plástica de color negro 2 Millar Bolsa de gabacha #4 plástica de color negro 1 Millar Bolsa plástica transparente (doble) de 1 Libra 4 Millar Bolsa plástica transparente (doble) de 2 Libras 10 Millar Bolsa plástica transparente (doble) de 5 Libras 2 Ciento Bolsa plástica transparente (doble) de 5 Libras 20 Ciento Bolsa plástica transparente (doble) de 10 Libras 20 Ciento Bolsa plástica (doble) de 12 Libras 5 Millar Bolsa plástica transparente (doble) de 25 Libras 5 Ciento Bolsa plástica transparente (doble) de 25 Libras 1 Millar Bolsa plástica extra fuerte de 25 Libras,No Vigente,24/02/2020,Presencial
Municipalidad de Colón,20200041  Libre gestión,"Solicitud de presentar cotización de Oferta Tecnica-Economica para ""El Suministro de Articulos Escolares"" Donación a la Iglesia Tierra de Bendición, Municipio de Colon, Departamento de La Libertad"".",No Vigente,24/02/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", San Miguel",20200092  Libre gestión,COMPRA DE MEDICAMENTOS (2A VEZ),No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200034  Libre gestión,REPUESTOS E INSUMO,No Vigente,24/02/2020,Presencial
Municipalidad de San Fernando(Morazan),20200003  Libre gestión,"SERVICIOS DE TÉCNICO DE PORCINO-CULTURA PARA COMPRA DE SERVICIOS DE CAPACITACIÓN, PARA EL PROYECTO DE INCLUSION PRODUCTIVA.",No Vigente,24/02/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),LP-043/2020-Q  Licitación/Concurso,"Licitación Pública N° 2Q20000043, denominada: ""ADQUISICIÓN, INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE UNIDAD COMPLETA DE LAPAROSCOPÍA PARA H. REGIONAL DE SONSONATE Y H. POLICLÍNICO ROMA DEL ISSS""",No Vigente,24/02/2020,Presencial
"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",20200048  Libre gestión,"CONSULTORÍA: ELABORACIÓN DE ESTUDIOS DE SUELOS PARA LA CONSTRUCCIÓN DEL CENTRO ESCOLAR HACIENDA EL CARMEN, CASERÍO EL CARMEN, CANTÓN RIO FRIO, MUNICIPIO Y DEPARTAMENTO DE AHUACHAPÁN, CÓDIGO DE INFRAESTRUCTURA 86490",No Vigente,24/02/2020,Presencial
Municipalidad de San Vicente,20200057  Libre gestión,COMPRA DE MATERIALES DE CONSTRUCCION PARA MANTENIMIENTO DE INSTALACIONES DE LA CANCHA TACON DEL MUNICIPIO DE SAN VICENTE,No Vigente,24/02/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200216  Libre gestión,1.REGULADOR DE PRESIÓN PARA AIRE COMPRIMIDO ADAPTABLE A CILINDRO CON TUERCA (CGA-346) CON DOS MANÓMETROS QUE MIDA PRESIÓN DE CILINDRO Y PRESIÓN DE SALIDA CON PARRILLA DE REGULACIÓN.,No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200282  Libre gestión,"SERVICIO DE ALIMENTOS PREPARADOS PARA EVENTOS PROGRAMADOS, favor enviar ofertas al correo: asromero@sansalvador.gob.sv, cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200280  Libre gestión,"Fin carrera plast varilla, canaleta lina ranurada, cincho plastico, cinta scoth etc favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200279  Libre gestión,"liegos de plywood, galones de pintura anticorrosiva, galones de pintura tipo esmalte, etc favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200276  Libre gestión,"Galones de desinfectante, galones de lejia, galones de jabon liquido, detergente en polvo, jabones de tocador, etc favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,24/02/2020,Presencial
Consejo Nacional de la Judicatura,20200033  Libre gestión,"SUMINISTRO E INSTALACION DE PUNTO DE RED, PUNTO TELEFONICO Y TELEFONO ANALOGO CON PANTALLA COMPATIBLE A PLANTA TELEFONICA DEL CNJ.",No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200177  Libre gestión,"Masilla, diluyente, pegamento en polvo y pintura.",No Vigente,24/02/2020,Presencial
Municipalidad de Santa Tecla,20200031  Libre gestión,SUMINISTRO DE MATERIALES DE CONSTRUCCIÓN Y FERRETERÍA PARA SERVICIOS MUNICIPALES (DISTRITOS),No Vigente,24/02/2020,Presencial
Fondo de Inversión Social para el Desarrollo Local (FISDL),LP 5/2020-FISDL  Licitación/Concurso,"LICITACIÓN PÚBLICA N° 5/2020-FISDL SELECCIÓN DE REALIZADOR DEL PROYECTO SANEAMIENTO DE AGUAS GRISES Y EXCRETAS DEL MUNICIPIO DE SAN JOSÉ CANCASQUE, II ETAPA, DEPARTAMENTO DE CHALATENANGO, CÓDIGO 357772.",No Vigente,24/02/2020,Presencial
Fondo de Protecciónde Lisiados y Discapacitados a Consecuencia del Conflicto Armado (FOPROLYD),20200030  Libre gestión,"Se requiere la contratación del SUMINISTRO DE MATERIAL DIDÁCTICO E IMPRESIONES PARA ACTIVIDADES DE EDUCACIÓN, AUTOCUIDO Y PREVENCIÓN EN SALUD MENTAL Y FISIOTERAPIA CON PERSONAS BENEFICIARIAS DE FOPROLYD, DURANTE EL AÑO 2020; de conformidad a requerimiento adjunto.",No Vigente,24/02/2020,Presencial
Autoridad Marítima Portuaria (AMP),20200009  Libre gestión,Servicio de Jardinería,No Vigente,24/02/2020,Presencial
Municipalidad San José Ojos de Agua,20200034  Libre gestión,COMPRA DE INSUMOS ALIMENTICIOS,No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200278  Libre gestión,"Mascones para trastes, escobas de nylon, basureros plasticos y palas plasticas favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,24/02/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),LP-056/2020-G  Licitación/Concurso,"Licitación Pública N° 2G20000056, denominada: ""SUMINISTRO DE PAN PARA CONFORMAR DIFERENTES TIPOS DE DIETAS PARA PACIENTES Y EMPLEADOS PARA CENTROS DE ATENCIÓN DEL ISSS""",No Vigente,24/02/2020,Presencial
Municipalidad de Zacatecoluca,20200008  Libre gestión,"LG-08/2020-AMZ-FISDL-CONVIVIR Invitación a proceso de Libre Gestión para la Contratación de Servicios Profesionales en ¿Capacitación Técnica Especializada en AVICOLA (Pollo de Engorde) a impartir a iniciativas productivas que participan en el ¿Programa Emprendimiento Solidario PES, ejecutado bajo el Programa de Espacios Seguros de Convivencia para Jóvenes en El Salvador ¿CONVIVIR SEGUNDA TRANSFERENCIA, en el Municipio de Zacatecoluca, Departamento de La Paz¿",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200273  Libre gestión,"Bolsa de azucar, bolsas de cafe, favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,24/02/2020,Presencial
Municipalidad de Tepecoyo,20200019  Libre gestión,"SERVICIO PARA LA SUPERVISION DEL PROYECTO: MANTENIMIENTO Y REPARACION DE CAMINOS VECINALES Y CALLES URBANAS, MUNICIPIO DE TEPECOYO DEPARTAMENTO DE LA LIBERTAD",No Vigente,24/02/2020,Presencial
Consejo Nacional de la Judicatura,20200035  Libre gestión,"SUMINISTRO E INSTALACION DE 4 LLANTAS MEDIDAS 195/65 RIN 15 QUE INCLUYAN ALINEADO Y BALANCEO, PARA EL VEHICULO PLACAS P-442381, ASIGNADO AL AREA DE CONSEJALES",No Vigente,24/02/2020,Presencial
Municipalidad de Tacuba,20200042  Libre gestión,SERVICIOS DE FORMULACION DE 2 CARPETAS TECNICAS.,No Vigente,24/02/2020,Presencial
Ministerio de Obras Públicas y de Transporte (MOP),20200078  Libre gestión,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EL VEHICULO PLACA P-147441,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),LP-057/2020-G  Licitación/Concurso,"Licitación Pública N° 2G20000057, denominada: ""CONTRATACIÓN DE SERVICIOS DE ANÁLISIS ESPECIALIZADOS DE LABORATORIO CLÍNICO PARA VARIOS CENTROS DE ATENCIÓN DEL ISSS""",No Vigente,24/02/2020,Presencial
Banco de Fomento Agropecuario (BFA),20200119  Libre gestión,"MANTENIMIENTO CORRECTIVO PARA VEHICULOS PROPIEDAD DEL BFA, PLACA N-10485 EQ. 773, ASIGNADO AL DEPARTAMENTO DE SERVICIOS INSTITUCIONALES",No Vigente,24/02/2020,Presencial
"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",DR-CAFTA LA/ADACA-UE No.1/2020 MINEDUCYT  Licitación/Concurso,CONSULTORÍA PARA LA FORMACIÓN EN ÁREAS CURRICULARES DE DOCENTES DE PRIMERA INFANCIA Y DE EDUCACIÓN BÁSICA,No Vigente,24/02/2020,Presencial
Consejo Nacional de Energía,LG-0132-2020  Libre gestión,Servicio remodelación para la readecuación de nuevas instalaciones del Consejo Nacional de Energía,No Vigente,24/02/2020,Electrónica
Municipalidad de Estanzuelas,LP-01/2020/AME  Licitación/Concurso,"Proyecto LP-01/2020/AME Pavimentación asfáltica de tramo de calle de entrada a caserío el potrerito cantón el Escarbadero¿, Municipio de Estanzuelas, departamento de Usulután",No Vigente,24/02/2020,Presencial
Instituto de Previsión Social de la Fuerza Armada (IPSFA),20200041  Libre gestión,COMPRA CUATRIMESTRAL DEL CENTRO RECREATIVO COSTA DEL SOL,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño para el Desarrollo de la Mujer (ISDEMU),20200052  Libre gestión,REPARACIÓN DE 3 EQUIPOS DE AIRE ACONDICIONADO UBICADOS EN LA OFICINA CENTRAL Y OFICINA DEPARTAMENTAL DE CABAÑAS,No Vigente,24/02/2020,Presencial
Municipalidad de Santa Tecla,20200032  Libre gestión,"LG-05-2020- ITD SUMINISTO DE MALLAS PARA PORTERIAS, REDES PARA BALONCESTO, VOLEIBOL, CONOS PLASTICOS Y OTROS IMPLEMENTOS DEPORTIVOS.",No Vigente,24/02/2020,Presencial
Ministerio de Relaciones Exteriores (RR.EE.),20200123  Libre gestión,Renovación Licencias Antivirus SYMC Protection Suite Enterprise Edition,No Vigente,24/02/2020,Presencial
Municipalidad de Tepecoyo,20200018  Libre gestión,SERVICIO PARA LA EJECUCION DEL PROYECTO: MANTENIMIENTO Y REPARACION DE CAMINOS VECINALES Y CALLES URBANAS,No Vigente,24/02/2020,Presencial
Procuraduría General de la República (PGR),20200022  Libre gestión,"COMPRA DE 4 BANER ROLL UPS, IMPRESOS EN SISTEMA PLOTER, LONA BANNER, FULL COLOR, AL TIRO, MEDIDAS 0.85 X 2 METRO, CON BASE METALICA Y ESTUCHE PARA GUARDAR",No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Dr. Jorge Arturo Mena"", Santiago de María, Usulután",20200018  Libre gestión,SERVICIO DE LECTURA DE DOSIMETRÍA PERSONAL.,No Vigente,24/02/2020,Presencial
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200052  Libre gestión,"SUMINISTRO DE CENTRO DE LAVADO (LAVADORA Y SECADORA) PARA USO DE LAS CLÍNICAS EMPRESARIALES Y ODONTOLOGICAS, (TERCERA CONVOCATORIA)",No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200182  Libre gestión,"Suministro de piezas de desgaste de motoniveladora, CATERPILLAR, 120M.",No Vigente,24/02/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200214  Libre gestión,"1-REPARACION DE EXTINTOR DE 5 LBS. DE CO2, 4- ACENTEMIENTO Y CERTIFICADO DE CUELLOS Y VALVULAS DIFUSORAS DE DESCARGA EN EXTINTORES DE 10 LBS. Y 20 LBS. Y OTROS.",No Vigente,24/02/2020,Presencial
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",20200047  Libre gestión,"SUMINISTRO DE AGUA PURIFICADA, ENVASADA EN GARRAFAS DE 5 GALONES PARA LAS DIFERENTES UNIDADES DE APOYO Y SERVICIOS DE HOSPITALIZACION DE ESTE HOSPITAL, EN EL PERIODO DE MARZO A DICIEMBRE 2020.",No Vigente,24/02/2020,Presencial
Ministerio de Hacienda (MHDA),20200105  Libre gestión,"SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA ELEVADORES DE LA TORRE 2, EDIFICIO TRES TORRES DEL MH",No Vigente,24/02/2020,Presencial
Municipalidad de Suchitoto,20200046  Libre gestión,"COMPRA DE SUMINISTROS DE CONSTRUCCIÓN PARA LA EJECUCIÓN DEL PROYECTO: CONSTRUCCION TRAMO DE EMPEDRADO FRAGUADO, CALLE DE ACCESO A CANTON TENANGO, MUNICIPIO DE SUCHITOTO, DEPARTAMENTO DE CUSCATLAN",No Vigente,24/02/2020,Presencial
Municipalidad de San Vicente,20200058  Libre gestión,ADQUISICION DE LAS LLAVES DE LA CIUDAD DEL MUNICIPIO DE SAN VICENTE,No Vigente,24/02/2020,Presencial
Fiscalía General de la República (FGR),20200048  Libre gestión,alcohol gel transparente,No Vigente,24/02/2020,Presencial
Municipalidad de Suchitoto,20200045  Libre gestión,ADQUISICION DE MEDIDOR DE DISTANCIA LASER PARA UNIDAD DE REGISTRO Y CONTROL TRIBUTARIO MUNICIPAL,No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200289  Libre gestión,COMPRA DE TROFEOS Y MEDALLAS PARA PROGRAMAS DEPORTIVOS Y RECREATIVOS EN SAN SALVADOR PROGRAMA 1-2-3-6,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200252  Libre gestión,"CONTRATACIÓN PARA EL EVENTO ABIERTO ""TALLER INTERNACIONAL RESPALDO Y RECUPERACIÓN DE DATOS""",No Vigente,24/02/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200220  Libre gestión,1. TEMPORIZADOR PARA ENCENDIDO DE LAMPARAS EN SALA DE ESPERA DE TOMA DE MUESTRAS DE LABORATORIO CLÍNICO PRIMER NIVEL.,No Vigente,24/02/2020,Presencial
Fondo Nacional de Vivienda Popular (FONAVIPO),20200111  Libre gestión,"COMPRA DE MATERIALES DE FERRETERÍA PARA EFECTUAR REPARACIONES EN CONDOMINIO SANTA LUCIA, SANTA ANA",No Vigente,24/02/2020,Presencial
Fondo Nacional de Vivienda Popular (FONAVIPO),20200110  Libre gestión,"COMPRA DE CARÁCTER URGENTE Y PRIORITARIO TOALLAS FRANELAS PAQUETES PARA LIMPIEZA DE VEHÍCULOS DE FLOTA INSTITUCIONAL, DE LOS VEHÍCULOS DE FLOTA INSTITUCIONAL DE PRESIDENCIA Y DIRECCIÓN EJECUTIVA",No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Enfermera Angélica Vidal de Najarro"", San Bartolo, San Salvador",20200026  Libre gestión,SUMINISTRO E INSTALACIÓN DE ESTRUCTURA CON LAMINA ANTIMOSCAS PARA EL ALMACÉN DEL HNSB,No Vigente,24/02/2020,Presencial
